accession	KO	target	score	evalue	threshold	pass
GCF_900114165.1	K02000	NZ_FOSB01000004.1_77	230.6	1.3e-68	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000004.1_29	226.9	1.6e-67	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000009.1_163	224.1	1.2e-66	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000002.1_338	219.1	3.8e-65	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000002.1_262	210.7	1.3e-62	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_201	199.3	3.8e-59	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_200	196.5	2.6e-58	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000007.1_35	181.0	1.3e-53	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000010.1_99	176.7	2.6e-52	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000001.1_304	172.4	5.3e-51	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000001.1_318	169.1	5.4e-50	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000002.1_503	159.8	3.4e-47	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000016.1_13	156.2	4.1e-46	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000016.1_12	155.5	7e-46	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000002.1_222	155.4	7.5e-46	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000001.1_396	151.9	8.8e-45	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000005.1_83	144.7	1.2e-42	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000006.1_199	140.2	3e-41	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000009.1_113	137.2	2.3e-40	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000009.1_140	130.9	2e-38	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000002.1_218	130.6	2.3e-38	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000002.1_386	128.7	9.2e-38	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000004.1_192	127.8	1.7e-37	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000005.1_112	125.6	7.8e-37	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_325	125.5	8.1e-37	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000007.1_66	124.4	1.8e-36	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000009.1_66	121.3	1.6e-35	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_267	112.9	5.4e-33	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000009.1_186	110.3	3.3e-32	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000014.1_82	109.7	5.1e-32	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000002.1_385	105.9	7.3e-31	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000005.1_23	103.4	4.2e-30	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000005.1_103	98.2	1.5e-28	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_108	94.3	2.3e-27	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000014.1_22	91.1	2.2e-26	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000008.1_174	89.8	5.3e-26	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000005.1_182	89.2	8.2e-26	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000020.1_25	86.8	4.4e-25	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000005.1_183	86.8	4.4e-25	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000004.1_191	86.7	4.5e-25	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000020.1_26	86.0	7.6e-25	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_44	83.5	4.3e-24	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_126	82.5	8.5e-24	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000014.1_48	79.7	5.9e-23	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_75	71.9	1.4e-20	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_45	71.8	1.5e-20	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000001.1_461	69.0	1.1e-19	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000009.1_145	64.4	2.6e-18	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000014.1_21	64.1	3.2e-18	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000021.1_12	63.4	5.4e-18	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000017.1_21	63.2	6.2e-18	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000006.1_25	57.3	3.7e-16	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000012.1_30	56.0	9.2e-16	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000015.1_7	46.3	7.9e-13	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000002.1_74	36.4	8e-10	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000002.1_210	33.0	8.3e-09	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000004.1_38	32.8	9.9e-09	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000001.1_64	32.4	1.3e-08	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000005.1_229	30.1	6.5e-08	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_217	26.7	6.6e-07	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000003.1_68	26.3	8.8e-07	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000001.1_37	24.3	3.6e-06	421.03	False
GCF_900114165.1	K02000	NZ_FOSB01000005.1_174	23.4	6.8e-06	421.03	False
GCF_900114165.1	K02001	NZ_FOSB01000003.1_121	450.9	2.5e-135	226.07	True
GCF_900114165.1	K02001	NZ_FOSB01000010.1_152	155.6	5.4e-46	226.07	False
GCF_900114165.1	K02001	NZ_FOSB01000003.1_122	126.2	4.3e-37	226.07	False
GCF_900114165.1	K02001	NZ_FOSB01000002.1_97	100.8	2.2e-29	226.07	False
GCF_900114165.1	K02001	NZ_FOSB01000004.1_256	83.5	3.7e-24	226.07	False
GCF_900114165.1	K02001	NZ_FOSB01000017.1_43	67.0	3.6e-19	226.07	False
GCF_900114165.1	K02001	NZ_FOSB01000003.1_120	56.0	7.4e-16	226.07	False
GCF_900114165.1	K02001	NZ_FOSB01000002.1_78	46.1	7.7e-13	226.07	False
GCF_900114165.1	K02001	NZ_FOSB01000009.1_164	36.3	7e-10	226.07	False
GCF_900114165.1	K02001	NZ_FOSB01000006.1_315	24.6	2.4e-06	226.07	False
GCF_900114165.1	K02001	NZ_FOSB01000007.1_80	23.4	5.7e-06	226.07	False
GCF_900114165.1	K02002	NZ_FOSB01000002.1_97	324.2	3e-97	127.63	True
GCF_900114165.1	K02002	NZ_FOSB01000004.1_256	321.2	2.4e-96	127.63	True
GCF_900114165.1	K02002	NZ_FOSB01000003.1_122	302.3	1.3e-90	127.63	True
GCF_900114165.1	K02002	NZ_FOSB01000003.1_121	119.7	2.7e-35	127.63	False
GCF_900114165.1	K02002	NZ_FOSB01000010.1_152	64.3	1.7e-18	127.63	False
GCF_900114165.1	K03312	NZ_FOSB01000007.1_19	307.4	4.5e-92	120.6	True
GCF_900114165.1	K03315	NZ_FOSB01000003.1_84	525.9	2e-158	184.73	True
GCF_900114165.1	K03315	NZ_FOSB01000009.1_10	153.8	1.1e-45	184.73	False
GCF_900114165.1	K03315	NZ_FOSB01000004.1_26	137.5	9.7e-41	184.73	False
GCF_900114165.1	K03315	NZ_FOSB01000004.1_12	113.1	2.4e-33	184.73	False
GCF_900114165.1	K03315	NZ_FOSB01000013.1_90	64.0	1.7e-18	184.73	False
GCF_900114165.1	K03315	NZ_FOSB01000002.1_65	55.3	7.4e-16	184.73	False
GCF_900114165.1	K03316	NZ_FOSB01000005.1_113	399.7	7.3e-120	424.4	False
GCF_900114165.1	K03316	NZ_FOSB01000004.1_96	312.3	2e-93	424.4	False
GCF_900114165.1	K03316	NZ_FOSB01000001.1_566	310.1	8.9e-93	424.4	False
GCF_900114165.1	K03316	NZ_FOSB01000001.1_463	225.3	4e-67	424.4	False
GCF_900114165.1	K03316	NZ_FOSB01000003.1_27	219.9	1.8e-65	424.4	False
GCF_900114165.1	K03316	NZ_FOSB01000018.1_6	140.8	1.5e-41	424.4	False
GCF_900114165.1	K03316	NZ_FOSB01000001.1_374	26.6	5.4e-07	424.4	False
GCF_900114165.1	K03317	NZ_FOSB01000003.1_34	348.9	1.4e-104	576.77	False
GCF_900114165.1	K01547	NZ_FOSB01000009.1_63	259.5	1.2e-77	383.7	False
GCF_900114165.1	K01547	NZ_FOSB01000005.1_170	251.4	3.3e-75	383.7	False
GCF_900114165.1	K01547	NZ_FOSB01000001.1_547	240.8	5.5e-72	383.7	False
GCF_900114165.1	K01547	NZ_FOSB01000004.1_295	237.9	4.1e-71	383.7	False
GCF_900114165.1	K01547	NZ_FOSB01000014.1_33	230.2	8.7e-69	383.7	False
GCF_900114165.1	K03455	NZ_FOSB01000005.1_187	47.7	1.6e-13	666.1	False
GCF_900114165.1	K03455	NZ_FOSB01000003.1_218	44.6	1.4e-12	666.1	False
GCF_900114165.1	K03455	NZ_FOSB01000002.1_31	26.2	5e-07	666.1	False
GCF_900114165.1	K03455	NZ_FOSB01000001.1_7	26.2	5e-07	666.1	False
GCF_900115845.1	K00133	NZ_FOXX01000001.1_115	493.7	2.2e-148	219.27	True
GCF_900115845.1	K00133	NZ_FOXX01000007.1_145	79.1	9.4e-23	219.27	False
GCF_900115845.1	K00133	NZ_FOXX01000024.1_35	37.9	2.8e-10	219.27	False
GCF_900115845.1	K00133	NZ_FOXX01000001.1_748	33.0	8.9e-09	219.27	False
GCF_900115845.1	K00133	NZ_FOXX01000005.1_170	33.0	9e-09	219.27	False
GCF_900115845.1	K00931	NZ_FOXX01000015.1_59	485.7	6.6e-146	285.2	True
GCF_900115845.1	K00931	NZ_FOXX01000013.1_87	462.2	9.1e-139	285.2	True
GCF_900115845.1	K00931	NZ_FOXX01000001.1_139	32.4	1.5e-08	285.2	False
GCF_900115845.1	K00147	NZ_FOXX01000013.1_86	658.4	3e-198	550.87	True
GCF_900115845.1	K00147	NZ_FOXX01000015.1_60	644.0	6.9e-194	550.87	True
GCF_900115845.1	K00147	NZ_FOXX01000008.1_194	68.2	1.5e-19	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000003.1_406	63.0	5.9e-18	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000013.1_55	56.9	4e-16	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000003.1_260	55.4	1.1e-15	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000010.1_26	46.0	7.7e-13	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000004.1_157	45.9	8.7e-13	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000003.1_273	43.0	6.3e-12	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000008.1_214	40.0	5.1e-11	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000033.1_5	34.2	3.1e-09	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000015.1_11	32.2	1.2e-08	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000003.1_307	32.0	1.4e-08	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000011.1_66	30.6	3.6e-08	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000012.1_81	27.1	4.3e-07	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000006.1_266	24.3	3e-06	550.87	False
GCF_900115845.1	K00147	NZ_FOXX01000009.1_38	23.7	4.6e-06	550.87	False
GCF_900115845.1	K06718	NZ_FOXX01000026.1_3	25.7	1.8e-06	76.37	False
GCF_900115845.1	K06718	NZ_FOXX01000028.1_28	23.8	7.3e-06	76.37	False
GCF_900115845.1	K00129	NZ_FOXX01000007.1_51	554.3	9e-167	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000003.1_307	232.3	3.1e-69	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000015.1_11	224.0	1e-66	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000025.1_8	219.8	1.8e-65	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000011.1_66	214.6	6.8e-64	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000003.1_406	213.7	1.3e-63	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000008.1_36	213.2	1.8e-63	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000004.1_168	206.0	2.7e-61	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000009.1_38	205.6	3.6e-61	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000004.1_162	204.0	1.1e-60	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000008.1_194	201.2	7.9e-60	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000012.1_81	193.4	1.9e-57	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000008.1_214	186.8	1.9e-55	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000013.1_55	176.8	2e-52	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000004.1_157	175.2	5.9e-52	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000003.1_336	174.9	7.6e-52	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000006.1_266	173.8	1.6e-51	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000010.1_26	171.2	1e-50	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000003.1_260	167.5	1.3e-49	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000008.1_60	164.4	1.1e-48	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000003.1_273	142.0	6.7e-42	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000033.1_5	139.4	4e-41	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000004.1_273	67.9	1.9e-19	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000033.1_6	45.0	1.6e-12	783.5	False
GCF_900115845.1	K00129	NZ_FOXX01000013.1_86	29.4	8.5e-08	783.5	False
GCF_900115845.1	K00130	NZ_FOXX01000012.1_81	748.0	2.1e-225	692.43	True
GCF_900115845.1	K00130	NZ_FOXX01000011.1_66	707.6	3.7e-213	692.43	True
GCF_900115845.1	K00130	NZ_FOXX01000004.1_168	706.7	6.8e-213	692.43	True
GCF_900115845.1	K00130	NZ_FOXX01000008.1_36	690.2	6.8e-208	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000009.1_38	677.2	6e-204	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000004.1_162	639.1	2e-192	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000015.1_11	576.7	1.6e-173	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000003.1_307	573.7	1.3e-172	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000003.1_406	569.0	3.3e-171	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000025.1_8	546.8	1.7e-164	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000003.1_260	538.9	4.3e-162	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000008.1_194	534.9	6.8e-161	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000003.1_273	462.0	8.3e-139	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000008.1_60	449.7	4.1e-135	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000013.1_55	446.7	3.6e-134	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000004.1_157	438.0	1.5e-131	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000010.1_26	428.1	1.4e-128	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000006.1_266	425.7	7.8e-128	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000003.1_336	424.4	2e-127	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000008.1_214	418.2	1.4e-125	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000033.1_5	303.4	7.9e-91	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000007.1_51	272.2	2.3e-81	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000033.1_6	137.4	1.5e-40	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000013.1_86	50.1	3.8e-14	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000033.1_7	48.9	8.7e-14	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000004.1_273	44.1	2.5e-12	692.43	False
GCF_900115845.1	K00130	NZ_FOXX01000015.1_60	40.2	3.8e-11	692.43	False
GCF_900115845.1	K00965	NZ_FOXX01000002.1_106	63.4	6.2e-18	55.63	True
GCF_900115845.1	K05375	NZ_FOXX01000006.1_107	108.3	6.7e-32	30.0	True
GCF_900115845.1	K05845	NZ_FOXX01000008.1_167	337.5	3.9e-101	108.03	True
GCF_900115845.1	K05845	NZ_FOXX01000007.1_133	292.3	1.9e-87	108.03	True
GCF_900115845.1	K05846	NZ_FOXX01000008.1_167	429.8	5.7e-129	180.93	True
GCF_900115845.1	K05846	NZ_FOXX01000007.1_134	265.8	2.5e-79	180.93	True
GCF_900115845.1	K05846	NZ_FOXX01000007.1_132	264.3	7.5e-79	180.93	True
GCF_900115845.1	K05846	NZ_FOXX01000008.1_168	148.6	7.6e-44	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_131	147.2	2e-43	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_243	103.5	3.5e-30	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000005.1_237	102.8	5.5e-30	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000006.1_202	90.2	3.6e-26	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_133	89.9	4.4e-26	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000005.1_236	89.3	6.7e-26	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000008.1_90	88.6	1.1e-25	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_17	81.4	1.7e-23	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000006.1_201	80.7	2.7e-23	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000017.1_23	79.8	5e-23	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_843	79.5	6.3e-23	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000026.1_19	78.0	1.8e-22	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_855	65.5	1.1e-18	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000010.1_171	63.5	4.5e-18	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000011.1_153	62.5	8.7e-18	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_226	62.4	9.6e-18	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000024.1_37	61.8	1.4e-17	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000011.1_154	59.2	8.7e-17	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000006.1_98	59.2	8.9e-17	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_68	57.8	2.4e-16	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000004.1_237	57.5	2.9e-16	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000003.1_326	57.4	3e-16	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_853	57.2	3.6e-16	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000027.1_11	56.9	4.3e-16	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000032.1_4	56.7	5e-16	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_406	56.4	6.3e-16	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000018.1_63	56.2	7.1e-16	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_263	55.8	9.1e-16	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_498	55.1	1.5e-15	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000018.1_62	54.5	2.3e-15	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_839	53.8	3.7e-15	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_172	53.5	4.6e-15	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000003.1_290	53.2	5.7e-15	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000026.1_31	52.8	7.8e-15	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_171	52.2	1.1e-14	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000006.1_242	51.9	1.4e-14	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000003.1_227	51.2	2.4e-14	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000027.1_10	50.9	2.9e-14	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000024.1_38	49.8	6.3e-14	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_877	49.4	8.3e-14	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000004.1_213	49.3	8.6e-14	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000032.1_3	49.0	1.1e-13	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000006.1_184	47.4	3.3e-13	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_499	46.8	5.1e-13	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_234	44.9	1.8e-12	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000010.1_54	44.4	2.7e-12	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000002.1_481	44.2	3.1e-12	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000008.1_129	43.7	4.2e-12	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_66	43.6	4.5e-12	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_75	42.9	7.3e-12	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000005.1_221	42.8	7.9e-12	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000005.1_125	42.5	9.7e-12	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000016.1_60	42.0	1.4e-11	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_500	42.0	1.4e-11	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000009.1_166	41.7	1.7e-11	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000017.1_56	41.5	2.1e-11	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000014.1_30	41.2	2.4e-11	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_235	41.1	2.6e-11	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000005.1_192	40.8	3.2e-11	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_517	39.2	1e-10	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000010.1_49	38.8	1.3e-10	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000004.1_113	38.6	1.6e-10	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000004.1_334	38.2	2e-10	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000027.1_28	37.6	3e-10	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_838	36.2	8e-10	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000002.1_369	36.1	8.5e-10	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000006.1_241	35.6	1.2e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000003.1_327	35.4	1.4e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000002.1_393	35.1	1.7e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_278	34.9	1.9e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000028.1_9	34.9	2e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000010.1_104	34.8	2.1e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000011.1_64	34.4	2.8e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000014.1_77	33.5	5.3e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000032.1_12	33.3	6.1e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000011.1_90	33.2	6.3e-09	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_229	31.9	1.6e-08	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000011.1_152	31.7	1.8e-08	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000006.1_249	31.6	1.9e-08	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000017.1_64	30.7	3.7e-08	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000011.1_157	30.3	5.1e-08	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000006.1_39	29.5	8.6e-08	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000013.1_40	28.6	1.6e-07	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000017.1_48	28.0	2.4e-07	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000003.1_394	27.8	2.8e-07	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000005.1_203	27.7	3e-07	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_228	27.1	4.5e-07	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000003.1_395	27.1	4.7e-07	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000011.1_160	26.6	6.5e-07	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000010.1_113	26.5	6.8e-07	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000007.1_76	26.3	8.2e-07	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_407	25.3	1.6e-06	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000009.1_130	25.2	1.7e-06	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000004.1_216	24.6	2.5e-06	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000001.1_501	23.1	7.3e-06	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000014.1_63	23.0	7.7e-06	180.93	False
GCF_900115845.1	K05846	NZ_FOXX01000002.1_447	22.9	8.4e-06	180.93	False
GCF_900115845.1	K05847	NZ_FOXX01000008.1_168	480.4	2.5e-144	368.67	True
GCF_900115845.1	K05847	NZ_FOXX01000007.1_131	477.6	1.8e-143	368.67	True
GCF_900115845.1	K05847	NZ_FOXX01000008.1_90	291.7	4.1e-87	368.67	False
GCF_900115845.1	K05847	NZ_FOXX01000007.1_243	291.4	5.1e-87	368.67	False
GCF_900115845.1	K05847	NZ_FOXX01000017.1_23	287.1	1.1e-85	368.67	False
GCF_900115845.1	K05847	NZ_FOXX01000001.1_17	283.1	1.7e-84	368.67	False
GCF_900115845.1	K05847	NZ_FOXX01000007.1_226	269.8	1.9e-80	368.67	False
GCF_900115845.1	K05847	NZ_FOXX01000007.1_263	268.3	5.2e-80	368.67	False
GCF_900115845.1	K05847	NZ_FOXX01000026.1_19	262.4	3.2e-78	368.67	False
GCF_900115845.1	K05847	NZ_FOXX01000005.1_236	262.1	3.8e-78	368.67	False
GCF_900115845.1	K05847	NZ_FOXX01000010.1_171	254.7	6.7e-76	368.67	False
